,X_train,y_train
0,0.08605255755766329,-0.9907489427666055
1,0.12852462244290483,1.2271391666543379
2,-0.05326366228639524,0.23733920824034843
3,-0.0957357271716368,-1.5454656922734546
4,-0.05326366228639524,-1.1300651626106641
5,0.12852462244290483,1.8486866079502526
6,-0.05326366228639524,0.9831961377954462
7,-0.05326366228639524,-0.6949819537035238
8,-0.010791597401153688,-0.27958142404073333
9,-0.0957357271716368,-0.6131445303295824
10,-0.05326366228639524,1.2939698584434036
11,-0.0957357271716368,-0.7996087627183568
12,-0.05326366228639524,1.480434090832178
13,0.08605255755766329,0.5631196604731814
14,-0.010791597401153688,-1.646985794891746
15,-0.0957357271716368,-0.7996087627183568
16,-0.05326366228639524,0.2994939523699399
17,-0.010791597401153688,0.21765652899599852
18,-0.0957357271716368,-0.5509897861999908
19,-0.0957357271716368,-0.7374540185887654
20,-0.010791597401153688,1.1499776909398707
21,-0.05326366228639524,1.729053067350544
22,-0.010791597401153688,0.7148944820327304
23,0.12852462244290483,-1.4455148309180958
24,-0.05326366228639524,1.0453508819250377
25,-0.010791597401153688,0.7770492261623219
26,-0.010791597401153688,-0.3417361681703248
27,-0.0957357271716368,1.0650335611693875
28,0.08605255755766329,1.3089765900282793
29,0.08605255755766329,-1.3636774075441545
30,-0.05326366228639524,0.7345771612770803
31,-0.010791597401153688,-1.5226763066325628
32,0.12852462244290483,-0.8239673896221811
33,-0.010791597401153688,0.6527397379031389
34,-0.0957357271716368,-1.607620436403046
35,-0.010791597401153688,-0.9011288653366482
36,-0.010791597401153688,0.09334704073681555
37,0.08605255755766329,0.9982028693803218
38,0.08605255755766329,-0.24489201321150783
39,-0.010791597401153688,-1.5848310507621544
40,-0.010791597401153688,0.34196601725518144
41,0.1709966873281464,0.08867109307734121
42,-0.05326366228639524,-0.1977440006667919
43,-0.05326366228639524,0.48595818475871433
44,0.12852462244290483,1.8486866079502526
45,-0.0957357271716368,-0.4888350420703994
46,0.1709966873281464,-0.40856685995939057
47,-0.010791597401153688,0.5905849937735475
48,-0.010791597401153688,0.9013587144215048
49,-0.05326366228639524,-0.07343451240760895
50,0.12852462244290483,0.1705085164512826
51,-0.05326366228639524,0.8588866495362633
52,0.08605255755766329,-0.8042847103778312
53,-0.0957357271716368,1.5001167700765279
54,-0.010791597401153688,0.7148944820327304
55,-0.010791597401153688,0.15550178486640703
56,-0.010791597401153688,-1.3362120742437884
57,-0.010791597401153688,-1.0255626630840902
58,-0.010791597401153688,-0.09311719165195889
59,0.08605255755766329,-1.17721317515538
60,-0.05326366228639524,-1.37868413912903
61,-0.05326366228639524,-0.2598987447963834
62,-0.0957357271716368,1.5001167700765279
63,-0.0957357271716368,1.375807281817345
64,0.1709966873281464,-0.8437743783547901
65,0.08605255755766329,-1.2393679192849714
66,-0.010791597401153688,1.7093703881061941
67,-0.010791597401153688,1.3364419233286453
68,0.08605255755766329,0.9360481252507303
69,-0.05326366228639524,0.050874975851574
70,-0.010791597401153688,-1.2119025859846055
71,-0.0957357271716368,1.5001167700765279
72,-0.05326366228639524,-0.9436009302218897
73,-0.0957357271716368,-0.5509897861999908
74,-0.05326366228639524,1.729053067350544
75,0.08605255755766329,0.37665542808440694
76,-0.05326366228639524,0.4238034406291229
77,0.08605255755766329,-0.49351098972987373
78,-0.010791597401153688,0.5905849937735475
79,-0.0957357271716368,-1.0482277392367227
80,-0.0957357271716368,0.5677956081326557
81,0.12852462244290483,-1.3833600867885043
82,0.08605255755766329,0.43881017221399843
83,-0.05326366228639524,-1.6894578597769876
84,0.12852462244290483,0.1083537723216911
85,0.1709966873281464,0.585909046114073
86,-0.0957357271716368,-0.36452555381121643
87,0.1709966873281464,0.958837510891622
88,-0.05326366228639524,-1.1300651626106641
89,-0.0957357271716368,0.31917663161428983
90,0.12852462244290483,0.729901213617606
91,-0.010791597401153688,-0.21742667991114184
92,-0.05326366228639524,1.1696603701842205
93,-0.05326366228639524,0.3616486964995314
94,-0.05326366228639524,-1.627303115647396
95,-0.010791597401153688,-1.149747841855014
96,-0.05326366228639524,0.7967319054066718
97,0.08605255755766329,-1.3636774075441545
98,-0.05326366228639524,1.729053067350544
99,-0.010791597401153688,0.5284302496439559
100,0.12852462244290483,-1.0104316220109555
101,-0.0957357271716368,-0.6131445303295824
102,0.1709966873281464,-0.2842573717002077
103,-0.010791597401153688,-0.7768193770774652
104,-0.010791597401153688,-0.21742667991114184
105,0.1709966873281464,0.27513532546611563
106,-0.010791597401153688,-0.9632836094662396
107,-0.010791597401153688,-1.646985794891746
108,0.12852462244290483,1.4136033990431123
109,-0.0957357271716368,0.07055765509592392
110,-0.05326366228639524,-0.6328272095739322
111,-0.05326366228639524,1.4182793467025865
112,-0.010791597401153688,-0.27958142404073333
113,-0.010791597401153688,-0.5282004005590992
